,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1315,0.42857142857142855,1.0,0.03571428571428571,1.0,0.0,0.25,0.3333333333333333,0.3134807793575566,0.4444444444444444,1.0,0.7857142857142857,1.0,0.3333333333333333,0.375,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1233,0.28571428571428564,1.0,0.5357142857142857,0.3333333333333333,1.0,0.0,1.0,0.09757767245918905,0.1111111111111111,0.0,0.0714285714285714,0.0,0.3333333333333333,0.25,0.3333333333333333,0.25,0.0,0.0,0.47058823529411764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
366,0.5476190476190477,0.5,0.10714285714285714,0.0,1.0,0.25,0.3333333333333333,0.43949447077409165,0.1111111111111111,0.0,0.4999999999999999,0.0,0.0,0.2,0.8333333333333333,0.2,0.38888888888888884,0.4666666666666667,0.4117647058823529,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
902,0.21428571428571425,1.0,0.10714285714285714,0.0,1.0,0.0,0.6666666666666667,0.0794102159031069,0.1111111111111111,0.0,0.0,0.0,1.0,0.125,0.3333333333333333,0.125,0.16666666666666666,0.0,0.1764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1879,0.6904761904761905,1.0,0.4642857142857143,0.0,0.0,0.0,0.3333333333333333,0.20516061084781465,0.8888888888888888,0.0,0.3571428571428571,0.0,0.6666666666666666,0.17500000000000002,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.13333333333333333,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,0.380952380952381,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.12032648762506584,0.5555555555555556,0.0,0.4285714285714285,0.0,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.125,0.2222222222222222,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1650,0.28571428571428564,1.0,0.25,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0923117430226435,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.07500000000000001,0.3333333333333333,0.05,0.1111111111111111,0.06666666666666667,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1605,0.4523809523809524,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.058135860979462876,0.5555555555555556,0.0,0.2857142857142857,0.0,0.0,0.125,0.3333333333333333,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
983,0.380952380952381,1.0,0.03571428571428571,0.6666666666666667,0.0,0.25,1.0,0.29899947340705635,0.1111111111111111,0.0,0.0,0.0,0.0,0.35000000000000003,0.3333333333333333,0.35000000000000003,0.611111111111111,0.26666666666666666,0.6470588235294118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
476,0.14285714285714285,1.0,0.5714285714285714,1.0,1.0,0.0,0.3333333333333333,0.05887309110057925,0.1111111111111111,0.0,0.7142857142857143,1.0,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1664,0.6428571428571428,1.0,0.2142857142857143,0.0,1.0,0.0,0.6666666666666667,0.07604002106371777,0.7777777777777777,1.0,0.0714285714285714,0.0,0.6666666666666666,0.35000000000000003,0.3333333333333333,0.2,0.05555555555555555,0.06666666666666667,0.3529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1820,0.35714285714285715,0.5,0.4642857142857143,0.0,0.0,0.25,0.0,0.22743549236440233,0.4444444444444444,0.0,0.2857142857142857,0.0,0.0,0.15000000000000002,0.5,0.07500000000000001,0.05555555555555555,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,0.7380952380952379,0.5,0.10714285714285714,0.3333333333333333,0.0,0.0,0.6666666666666667,0.08746708794102159,0.1111111111111111,1.0,0.0714285714285714,0.0,0.0,0.25,0.3333333333333333,0.125,0.2222222222222222,0.2,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
701,0.8333333333333333,1.0,0.03571428571428571,0.6666666666666667,1.0,0.75,0.6666666666666667,0.7289626119010005,0.6666666666666666,0.0,0.1428571428571428,0.0,0.3333333333333333,0.55,0.5,0.42500000000000004,0.7222222222222222,1.0,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
391,0.5238095238095237,1.0,0.03571428571428571,0.3333333333333333,0.0,0.25,0.6666666666666667,0.128436018957346,0.6666666666666666,0.0,0.7857142857142857,1.0,0.3333333333333333,0.5,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1636,0.3333333333333333,1.0,0.03571428571428571,0.3333333333333333,1.0,0.25,0.0,0.4552395997893628,0.0,0.0,0.2857142857142857,0.0,0.0,0.225,0.5,0.225,0.38888888888888884,0.3333333333333333,0.4117647058823529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,0.3095238095238095,1.0,0.03571428571428571,0.6666666666666667,1.0,0.0,1.0,0.08878357030015799,0.0,1.0,0.4999999999999999,0.0,0.3333333333333333,0.07500000000000001,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1201,0.11904761904761901,1.0,0.25,1.0,1.0,0.0,0.6666666666666667,0.1569246972090574,0.1111111111111111,1.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.125,0.2222222222222222,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.3333333333333333,0.5,0.03571428571428571,1.0,1.0,0.0,1.0,0.10842548709847288,0.0,0.0,0.1428571428571428,0.0,0.0,0.2,0.3333333333333333,0.17500000000000002,0.38888888888888884,0.2,0.3529411764705882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2101,0.3333333333333333,1.0,0.17857142857142855,0.6666666666666667,1.0,0.25,0.3333333333333333,0.20389678778304374,0.1111111111111111,0.0,0.4285714285714285,0.0,0.3333333333333333,0.225,0.3333333333333333,0.225,0.16666666666666666,0.06666666666666667,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2229,0.6190476190476188,1.0,0.0,0.0,1.0,0.5,0.0,0.4987361769352291,0.8888888888888888,0.0,0.1428571428571428,0.0,0.0,0.5750000000000001,0.16666666666666666,0.47500000000000003,0.2777777777777778,0.13333333333333333,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2104,0.28571428571428564,0.5,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.15297525013164825,0.1111111111111111,0.0,0.6428571428571427,0.0,0.0,0.2,0.6666666666666666,0.2,0.1111111111111111,0.3333333333333333,0.3529411764705882,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2429,0.3095238095238095,1.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.01585044760400211,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
559,0.4761904761904761,1.0,0.03571428571428571,1.0,1.0,0.0,0.6666666666666667,0.10784623486045289,0.6666666666666666,1.0,0.1428571428571428,0.0,0.3333333333333333,0.15000000000000002,0.0,0.025,0.0,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1389,0.3095238095238095,0.5,0.0,1.0,1.0,0.25,0.0,0.2103212216956293,0.1111111111111111,0.0,0.7142857142857143,1.0,0.0,0.25,1.0,0.25,0.4444444444444444,0.5333333333333333,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1421,0.6904761904761905,0.0,0.0,0.6666666666666667,0.0,0.5,0.3333333333333333,0.5765139547130068,0.0,0.0,0.4999999999999999,0.0,0.6666666666666666,0.35000000000000003,0.5,0.325,0.4444444444444444,0.3333333333333333,0.7058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
132,0.3095238095238095,1.0,0.6785714285714285,0.3333333333333333,0.0,0.25,0.6666666666666667,0.18694049499736706,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.1,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
181,0.380952380952381,1.0,0.9285714285714285,1.0,0.0,0.0,0.3333333333333333,0.06856240126382307,0.2222222222222222,0.0,0.2857142857142857,0.0,0.0,0.225,0.5,0.07500000000000001,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
505,0.19047619047619052,1.0,0.17857142857142855,0.6666666666666667,0.0,0.0,1.0,0.0868878357030016,0.1111111111111111,1.0,0.1428571428571428,0.0,0.3333333333333333,0.07500000000000001,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2435,0.4047619047619047,1.0,0.25,0.6666666666666667,1.0,0.0,0.0,0.12638230647709323,0.6666666666666666,0.0,0.7857142857142857,0.0,0.0,0.225,0.5,0.1,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,0.28571428571428564,1.0,0.39285714285714285,0.3333333333333333,0.0,0.25,0.6666666666666667,0.29320695102685623,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.0,0.125,0.2222222222222222,0.26666666666666666,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
74,0.42857142857142855,1.0,0.17857142857142855,0.3333333333333333,0.0,0.0,1.0,0.10684570826750922,0.3333333333333333,0.0,0.0714285714285714,0.0,0.0,0.125,0.5,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
884,0.5238095238095237,1.0,0.3214285714285714,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3076882569773565,0.7777777777777777,0.0,0.0714285714285714,0.0,0.3333333333333333,0.17500000000000002,0.3333333333333333,0.125,0.05555555555555555,0.06666666666666667,0.1764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2261,0.35714285714285715,1.0,0.2857142857142857,0.0,1.0,0.0,0.6666666666666667,0.12601369141653504,0.5555555555555556,0.0,0.2142857142857143,0.0,0.6666666666666666,0.15000000000000002,0.16666666666666666,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,0.7619047619047619,1.0,0.0,0.6666666666666667,1.0,0.0,0.6666666666666667,0.14117956819378621,0.2222222222222222,0.0,0.2857142857142857,0.0,0.3333333333333333,0.125,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1178,0.047619047619047616,1.0,0.03571428571428571,0.6666666666666667,0.0,0.0,0.6666666666666667,0.09341758820431806,0.1111111111111111,0.0,0.5714285714285713,0.0,0.0,0.05,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2433,0.21428571428571425,1.0,0.6785714285714285,0.3333333333333333,0.0,0.0,0.3333333333333333,0.05966298051606108,0.1111111111111111,1.0,0.0,0.0,0.0,0.15000000000000002,0.3333333333333333,0.125,0.05555555555555555,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1906,0.35714285714285715,0.5,0.8571428571428571,0.0,0.0,0.25,0.3333333333333333,0.18741442864665614,0.0,0.0,0.7857142857142857,1.0,0.0,0.375,0.3333333333333333,0.35000000000000003,0.4444444444444444,0.4666666666666667,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1778,0.3095238095238095,0.5,0.10714285714285714,0.0,0.0,0.0,0.0,0.1229594523433386,0.1111111111111111,1.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.2,0.38888888888888884,0.5333333333333333,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,0.4047619047619047,1.0,0.8571428571428571,0.6666666666666667,0.0,0.5,0.6666666666666667,0.4938915218536072,0.1111111111111111,1.0,0.0,0.0,0.3333333333333333,0.4,0.5,0.4,0.5555555555555556,0.6666666666666666,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1520,0.42857142857142855,0.5,0.3214285714285714,0.6666666666666667,0.0,0.0,0.6666666666666667,0.09283833596629806,0.6666666666666666,0.0,0.1428571428571428,0.0,0.0,0.1,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2393,0.3333333333333333,0.0,0.35714285714285715,1.0,0.0,0.25,0.6666666666666667,0.19426013691416535,0.7777777777777777,0.0,0.0714285714285714,0.0,0.0,0.125,0.16666666666666666,0.1,0.1111111111111111,0.06666666666666667,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1976,0.6190476190476188,0.0,0.6428571428571428,0.0,1.0,0.5,0.3333333333333333,0.576987888362296,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.35000000000000003,0.3333333333333333,0.30000000000000004,0.38888888888888884,0.6,0.4117647058823529,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.2619047619047619,1.0,0.5,1.0,0.0,0.25,0.6666666666666667,0.16766719325961033,0.0,1.0,0.0714285714285714,0.0,0.0,0.25,0.5,0.225,0.2777777777777778,0.0,0.47058823529411764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1658,0.21428571428571425,0.5,0.5714285714285714,0.3333333333333333,0.0,0.0,0.6666666666666667,0.00868878357030016,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.025,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2236,0.28571428571428564,1.0,0.2857142857142857,0.0,1.0,0.0,1.0,0.0822538177988415,0.1111111111111111,0.0,0.1428571428571428,0.0,0.0,0.05,0.5,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1258,0.2619047619047619,1.0,0.10714285714285714,1.0,0.0,0.0,0.0,0.057925223802001054,0.1111111111111111,0.0,0.1428571428571428,0.0,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1849,0.5952380952380951,0.5,0.7142857142857143,0.6666666666666667,0.0,0.25,0.0,0.4154818325434439,0.3333333333333333,0.0,0.6428571428571427,0.0,0.0,0.30000000000000004,0.3333333333333333,0.225,0.38888888888888884,0.13333333333333333,0.4117647058823529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,0.3333333333333333,1.0,0.03571428571428571,0.6666666666666667,1.0,0.25,0.3333333333333333,0.4685624012638231,0.7777777777777777,1.0,0.0714285714285714,0.0,0.0,0.17500000000000002,0.5,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
969,0.7142857142857142,1.0,0.10714285714285714,1.0,1.0,0.5,1.0,0.36276987888362294,0.1111111111111111,0.0,0.0,0.0,0.0,0.275,0.3333333333333333,0.25,0.5,0.0,0.47058823529411764,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1680,0.42857142857142855,0.5,0.25,0.0,1.0,0.25,0.3333333333333333,0.4746182201158504,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.375,0.6666666666666666,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,0.8333333333333333,1.0,0.8214285714285714,0.0,1.0,0.5,0.0,0.4970510795155345,0.6666666666666666,1.0,0.1428571428571428,0.0,0.0,0.375,0.3333333333333333,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2225,0.380952380952381,0.5,0.17857142857142855,0.0,0.0,0.25,0.6666666666666667,0.2664033701948394,0.1111111111111111,1.0,0.8571428571428571,0.0,0.0,0.2,0.3333333333333333,0.2,0.3333333333333333,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1716,0.7142857142857142,1.0,0.14285714285714285,0.6666666666666667,0.0,0.25,0.0,0.47193259610321225,0.7777777777777777,1.0,0.1428571428571428,0.0,0.0,0.55,0.16666666666666666,0.17500000000000002,0.3333333333333333,0.2,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,0.2619047619047619,1.0,0.6071428571428571,0.6666666666666667,1.0,0.0,1.0,0.0726698262243286,0.1111111111111111,1.0,0.1428571428571428,0.0,0.0,0.1,0.5,0.1,0.16666666666666666,0.0,0.058823529411764705,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1407,0.14285714285714285,1.0,0.0,0.3333333333333333,1.0,0.25,0.6666666666666667,0.18999473407056347,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.1,0.3333333333333333,0.1,0.16666666666666666,0.06666666666666667,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,0.8333333333333333,1.0,0.0,1.0,0.0,0.25,0.0,0.38820431806213795,0.7777777777777777,0.0,0.6428571428571427,1.0,0.0,0.45,0.3333333333333333,0.35000000000000003,0.38888888888888884,0.5333333333333333,0.5882352941176471,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2216,0.7142857142857142,0.5,0.14285714285714285,0.6666666666666667,0.0,0.0,0.6666666666666667,0.08704581358609795,0.1111111111111111,1.0,0.0,0.0,0.3333333333333333,0.35000000000000003,0.3333333333333333,0.17500000000000002,0.2777777777777778,0.3333333333333333,0.29411764705882354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1544,0.11904761904761901,1.0,0.39285714285714285,0.6666666666666667,0.0,0.0,0.0,0.07345971563981044,0.1111111111111111,1.0,0.4285714285714285,0.0,0.3333333333333333,0.025,0.6666666666666666,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1671,0.02380952380952378,0.5,0.0,0.0,1.0,0.0,0.6666666666666667,0.08193786203264877,0.1111111111111111,0.0,0.0714285714285714,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,0.3095238095238095,1.0,0.3214285714285714,0.6666666666666667,0.0,0.25,1.0,0.293522906793049,0.2222222222222222,1.0,0.0,0.0,0.3333333333333333,0.2,0.3333333333333333,0.125,0.1111111111111111,0.06666666666666667,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1199,0.42857142857142855,1.0,0.8928571428571428,0.0,1.0,0.25,0.6666666666666667,0.22843601895734597,0.6666666666666666,0.0,0.2142857142857143,0.0,0.6666666666666666,0.25,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,0.14285714285714285,1.0,0.07142857142857142,0.0,0.0,0.25,0.6666666666666667,0.21011058451816747,0.0,0.0,0.7142857142857143,1.0,0.3333333333333333,0.1,0.3333333333333333,0.07500000000000001,0.1111111111111111,0.0,0.11764705882352941,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
564,0.6428571428571428,1.0,0.03571428571428571,0.3333333333333333,1.0,0.25,0.6666666666666667,0.2961032122169563,0.0,0.0,0.1428571428571428,0.0,0.0,0.225,0.5,0.2,0.38888888888888884,0.2,0.058823529411764705,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
596,0.4047619047619047,1.0,0.0,1.0,0.0,0.0,0.6666666666666667,0.0788309636650869,0.3333333333333333,0.0,0.1428571428571428,0.0,0.0,0.17500000000000002,0.0,0.05,0.1111111111111111,0.13333333333333333,0.11764705882352941,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
